region	group	GSI
chr12:116934975-116935020	Liver	0.341702385
chr7:72772326-72772396	Thymus	0.341655908
chr11:13030636-13030729	Pancreas	0.341655642
chr4:18320813-18320872	Bladder	0.341451785
chr7:130130739-130131267	Liver	0.341041356
chr13:96294381-96294498	Kidney	0.340636989
chr10:134222564-134222659	Bladder	0.340163552
chr21:40757892-40758122	Stomach	0.340030002
chr17:55122882-55122936	Esophagus	0.339889815
chr9:73233857-73233870	Bladder	0.3394217
chr10:105344630-105344659	Pancreas	0.339038514
chr5:177411571-177411795	Brain	0.338665427
chr21:44166925-44166974	Liver	0.338612353
chr3:123142152-123142211	Kidney	0.33835674
chr19:17246380-17246519	Liver	0.338230286
chr2:113993391-113993503	Heart	0.338062595
chr20:25320347-25320398	Kidney	0.337549411
chr2:186290127-186290153	Gastric	0.337530993
chr3:127327279-127327307	Bladder	0.337422439
chr7:5468905-5469170	Esophagus	0.337368586
chr13:48893173-48893188	Liver	0.337135916
chr6:109551767-109551812	Brain	0.33708191
chr2:5836899-5837073	Stomach	0.336820792
chr4:119512821-119512936	Thymus	0.336648916
chr13:43702924-43702941	Brain	0.336564532
chr15:66681942-66682014	Gastric	0.336002621
chr21:44985132-44985147	Brain	0.335864294
chr12:121716422-121716472	Thymus	0.335608701
chr10:4868653-4868947	Pancreas	0.335521005
chr4:18320935-18320948	Intestine	0.33547543
chr12:130823687-130823726	Bladder	0.335462986
chr9:124889131-124889150	Liver	0.335285489
chr1:93636910-93636964	Bladder	0.335253034
chr4:3113139-3113187	Liver	0.335219728
chr6:85298237-85298264	Intestine	0.334972375
chr12:6054629-6054748	Heart	0.334801435
chr4:38540552-38540598	Brain	0.334709767
chr16:81731216-81731245	Liver	0.334645317
chr8:70855051-70855100	Stomach	0.334094547
chr6:168366572-168366587	Bladder	0.33389901
chr11:3035641-3035707	Bladder	0.333811278
chr2:9879825-9879898	Fat cell	0.333709481
chr10:112432310-112432392	muscle	0.333603901
chr20:33064150-33064395	Intestine	0.333576303
chr17:80535296-80535336	Liver	0.333494867
chr9:112811970-112812236	Intestine	0.333482489
chr8:22418388-22418398	Bladder	0.333150655
chr14:89811342-89811424	Spleen	0.332558466
chr19:3958516-3958533	Liver	0.332555861
chr6:3850203-3850218	Colon	0.332351658
chr19:57350307-57350442	Brain	0.332271403
chr7:101599487-101599562	Liver	0.332199238
chr15:40366201-40366213	Bladder	0.33218678
chr10:530767-530804	Liver	0.331441052
chr20:57415102-57415252	Stomach	0.330940445
chr19:23254232-23254335	Stomach	0.330797001
chr6:43655444-43655510	muscle	0.330510636
chr20:814017-814651	Bladder	0.329608851
chr15:100672210-100672368	Liver	0.329594537
chr2:26635183-26635222	Esophagus	0.329573862
chr2:174890706-174890742	Brain	0.329334953
chr16:10479991-10480223	Stomach	0.329151642
chr10:30931405-30931428	Liver	0.32904189
chr17:30216807-30216898	Bladder	0.328258592
chr2:33453106-33453122	Liver	0.32758026
chr5:129932419-129932492	Spleen	0.327579768
chr4:86167365-86167390	Brain	0.327524002
chr19:12759174-12759191	Esophagus	0.327323408
chr16:89169642-89169660	Lung	0.327064236
chr15:91473058-91473181	Brain	0.326808319
chr16:79306074-79306164	Liver	0.326763791
chr18:74064252-74064265	Brain	0.326670876
chr13:73638930-73638970	Liver	0.326422255
chr8:54625134-54625151	Pancreas	0.32635806
chr2:113956702-113956839	Thymus	0.326145374
chr11:128321820-128321930	Liver	0.325919284
chr2:198343678-198343710	Brain	0.325887814
chr1:152161617-152161673	Stomach	0.325602632
chr7:65971323-65971419	Brain	0.325594466
chr13:76378490-76378526	Liver	0.325475291
chr17:53398072-53398110	Liver	0.32546478
chr6:3849234-3849541	Stomach	0.324802469
chr8:140963307-140963347	Kidney	0.324548459
chr8:141109356-141109607	Liver	0.324461697
chr18:3427006-3427043	Brain	0.324455221
chr5:177548837-177548879	Esophagus	0.324032815
chr16:57299035-57299101	Brain	0.323909803
chr17:36666012-36666110	Esophagus	0.323820507
chr2:44502387-44502489	Bladder	0.323631535
chr17:43663558-43663615	Liver	0.323472212
chr18:13565394-13565419	Kidney	0.323261084
chr21:15436119-15436154	Bladder	0.32324716
chr17:27899919-27899995	Pancreas	0.323136303
chr11:94965429-94965493	Colon	0.322952021
chr8:82644746-82644836	Stomach	0.322762182
chr5:130609289-130609352	Bladder	0.32268641
chr12:99139570-99139729	Brain	0.32229077
chr2:207118153-207118252	Lung	0.322188309
chr12:48337327-48337400	Bladder	0.322082023
chr22:29747173-29747202	Spleen	0.321569329
chr2:106886346-106886427	Liver	0.320645072
chr5:118676645-118676726	Bladder	0.319892554
chr12:130823611-130823669	Spleen	0.319774985
chr21:34960720-34961054	Pancreas	0.31974108
chr2:240024978-240025027	Fat cell	0.319528706
chr10:45916050-45916216	Bladder	0.319505237
chr3:128764602-128764630	Colon	0.319465975
chr17:55123049-55123077	Esophagus	0.319340081
chr1:156432184-156432239	Ovary	0.319072302
chr7:918909-918927	Brain	0.319066312
chr2:207132066-207132126	Pancreas	0.318945286
chr14:101908941-101908983	Liver	0.318819057
chr14:70316865-70316890	Liver	0.318804427
chr21:47581404-47581438	Brain	0.318609943
chr1:218539188-218539238	Liver	0.318318737
chr2:65413336-65413349	Brain	0.318250621
chr4:1016703-1016741	Bladder	0.318204298
chr7:129794548-129794563	Fat cell	0.317571067
chr20:32255165-32255275	Liver	0.317506046
chr9:6715976-6716006	Thymus	0.317320172
chr18:77284332-77284345	Heart	0.317220636
chr9:97588495-97588586	Liver	0.317214243
chr1:205779376-205779408	Kidney	0.316960655
chr19:19221311-19221351	Pancreas	0.316928074
chr7:157405457-157405508	Bladder	0.316401734
chr6:158387024-158387100	Kidney	0.31639795
chr3:197436273-197436319	Esophagus	0.316091567
chr17:43663655-43663711	Spleen	0.315952538
chr18:77906219-77906405	Colon	0.31593272
chr5:156570420-156570522	Stomach	0.315759613
chr8:141110505-141110591	Stomach	0.315490154
chr19:49223950-49224063	Bladder	0.315013863
chr7:130132541-130132959	Colon	0.314999013
chr10:20105894-20106103	Brain	0.314862385
chr9:126413667-126413820	Liver	0.314571328
chr5:118635636-118635699	Bladder	0.313893358
chr13:76291220-76291236	Brain	0.313367792
chr22:28329338-28329395	Brain	0.312961372
chr20:42143079-42143372	Liver	0.3128401
chr2:30560618-30560634	muscle	0.312582501
chr4:2366564-2366615	Stomach	0.312309409
chr12:93966775-93966915	Pancreas	0.311939669
chr13:73636947-73636961	Liver	0.311485674
chr16:3550283-3550308	Intestine	0.310967158
chr14:101292996-101293165	Heart	0.310946158
chr8:106331310-106331725	Liver	0.310718108
chr15:60971915-60971975	Gastric	0.310635191
chr1:77437039-77437088	Ovary	0.310170358
chr7:117854284-117854316	Stomach	0.309744589
chr5:180046152-180046203	Lung	0.309489172
chr5:3994501-3994513	Ovary	0.309384781
chr17:80535397-80535451	Brain	0.309280332
chr1:150898248-150898297	Stomach	0.308919803
chr2:128453370-128453410	Esophagus	0.308905315
chr12:48226932-48226940	Esophagus	0.308692225
chr7:50850775-50850923	Kidney	0.308572569
chr19:11017152-11017200	Liver	0.308296655
chr17:80084473-80084553	Bladder	0.308190215
chr20:57464873-57465090	Stomach	0.308028401
chr10:29698362-29698585	Bladder	0.307644712
chr1:115826403-115826419	Brain	0.307624613
chr4:38054333-38054341	Brain	0.307622794
chr21:44484526-44484550	Liver	0.307577273
chr12:51718198-51718250	Liver	0.307245184
chr14:45381551-45381575	Stomach	0.307123321
chr3:49314127-49314154	Esophagus	0.307106414
chr6:71157374-71157398	Colon	0.30694267
chr9:140311672-140311690	Lung	0.3068135
chr2:131797613-131797635	Esophagus	0.306334122
chr18:3412104-3412140	muscle	0.306314072
chr7:157406091-157406261	Brain	0.305806574
chr16:88554784-88554816	Bladder	0.305666886
chr17:77924308-77924336	Bladder	0.30547
chr16:4262640-4262670	Liver	0.304726398
chr8:1878941-1878994	Brain	0.304282304
chr11:131564808-131565084	Pancreas	0.304219847
chr9:95971476-95971533	Bladder	0.303931181
chr11:65547576-65547702	Thymus	0.303861342
chr14:73736836-73736960	Esophagus	0.303852628
chr20:57426729-57426925	Intestine	0.30351255
chr8:58055200-58055257	Gastric	0.302966045
chr15:41218488-41218525	Kidney	0.302833561
chr8:37605579-37605597	Lung	0.302093714
chr9:124976265-124976373	Stomach	0.302009208
chr2:225306776-225307498	Pancreas	0.301978248
chr9:140352067-140352106	Kidney	0.301596911
chr2:88124480-88124677	Brain	0.301404928
chr19:15619235-15619401	Brain	0.301341317
chr17:19628030-19628157	Pancreas	0.301329256
chr21:15436259-15436274	Bladder	0.30130557
chr16:28997872-28997938	Bladder	0.300916753
chr8:105601361-105601643	Pancreas	0.300839837
chr17:38390510-38390572	muscle	0.300796985
chr11:10327261-10327517	Kidney	0.300767684
chr2:169769516-169769539	Thymus	0.30070401
chr7:68527385-68527410	Bladder	0.300676927
chr10:27541757-27541839	Bladder	0.300499857
chr3:157155450-157155716	Brain	0.300261436
chr15:99665709-99665726	Liver	0.300243674
chr11:22097687-22097693	Liver	0.299164415
chr7:597282-597311	Bladder	0.299153451
chr2:61494971-61495005	Kidney	0.299109682
chr1:152161843-152161912	Intestine	0.298699005
chr3:79068008-79068332	Brain	0.298599765
chr2:98377863-98377896	Pancreas	0.298505083
chr9:98075480-98075791	Stomach	0.298432234
chr12:125412964-125413010	Liver	0.298426575
chr2:42418860-42418936	Esophagus	0.297923903
chr8:140963182-140963218	Liver	0.297708004
chr16:23607391-23607777	Brain	0.297654451
chr12:109549040-109549261	Spleen	0.297498698
chr6:17016312-17016382	Intestine	0.297427909
chr11:64072030-64072366	Brain	0.296951493
chr18:13565506-13565557	Kidney	0.296877601
chr16:3200897-3201153	Pancreas	0.296721368
chr8:141109627-141109650	Spleen	0.296383266
chr22:25202061-25202360	Brain	0.296144233
chr8:48572434-48572631	Thymus	0.295549564
chr7:26904293-26904588	Brain	0.295307551
chr1:155035283-155035374	Intestine	0.294982853
chr16:3641015-3641053	Brain	0.294771779
chr8:28929241-28929280	Thymus	0.294743503
chr8:637770-638257	Stomach	0.294704235
chr1:233264926-233264963	Brain	0.294633396
chr19:11926201-11926232	Kidney	0.294441828
chr8:96085630-96085680	Stomach	0.294238176
chr22:42095414-42095535	Thymus	0.294182715
chr11:9482287-9483150	Brain	0.293411025
chr3:142838089-142838319	Brain	0.29336227
chr19:56652318-56652594	Brain	0.293335525
chr6:71666049-71666320	Brain	0.293162159
chr1:173446722-173447151	Brain	0.293052221
chr3:197237089-197237227	Brain	0.293045556
chr15:98971632-98971773	Brain	0.29292856
chr10:104220881-104221227	Brain	0.292691614
chr3:101292973-101293217	Pancreas	0.292581553
chr22:31489820-31489837	Esophagus	0.292516012
chr5:37209121-37209161	Esophagus	0.291973399
chr4:89618631-89619088	Pancreas	0.291963496
chr3:46924009-46924478	Pancreas	0.291842637
chr16:3018842-3019323	Pancreas	0.291343979
chr19:23945640-23945846	Pancreas	0.29119925
chr7:5633065-5633238	Pancreas	0.290450662
chr13:28196043-28196443	Pancreas	0.290417405
chr10:46167826-46168127	Pancreas	0.290316783
chr12:22697302-22697726	Pancreas	0.289970864
chr17:1501443-1501481	Bladder	0.289838253
chr8:95907769-95908176	Pancreas	0.28972594
chr3:87842353-87842603	Lung	0.289608107
chr12:121417493-121417533	Bladder	0.289536998
chr17:17108937-17109023	Spleen	0.289503662
chr21:30375016-30375290	Pancreas	0.289483152
chr16:77246674-77246932	Pancreas	0.289361151
chr7:150102002-150102537	Pancreas	0.289294134
chr14:90849440-90849904	Pancreas	0.289272068
chr4:6675657-6676074	Pancreas	0.289271384
chr11:17373159-17373260	Pancreas	0.289265497
chr2:9983263-9983586	Pancreas	0.289170179
chr10:73533237-73533360	Pancreas	0.289085328
chr7:138720510-138720797	Pancreas	0.28887589
chr7:4681817-4682047	Pancreas	0.288801149
chr11:61100385-61100827	Pancreas	0.28875296
chr4:6718175-6718532	Pancreas	0.288751355
chr11:67236620-67236973	Pancreas	0.288733589
chr17:63555867-63556267	Pancreas	0.288728548
chr6:116574906-116575269	Pancreas	0.288694462
chr3:71586324-71586645	Brain	0.288686124
chr18:9708070-9708460	Pancreas	0.288641851
chr2:27593509-27593913	Pancreas	0.288611798
chr2:237994587-237994911	Pancreas	0.288585532
chr11:2906670-2906956	Pancreas	0.288524982
chr2:209271471-209271593	Pancreas	0.27994208
chr4:156588969-156589390	Brain	0.279627157
chr17:79409086-79409119	Bladder	0.278897938
chr3:48956633-48956936	Pancreas	0.278808274
chr12:125582504-125582514	Brain	0.278685801
chr8:109094535-109094580	Pancreas	0.277991873
chr10:113943484-113944050	Pancreas	0.277980966
chr8:96146163-96146538	Brain	0.277903626
chr19:3360465-3360735	Brain	0.277780439
chr19:10206935-10207145	Brain	0.277718485
chr10:15209774-15210047	Brain	0.277680403
chr20:49575355-49575723	Brain	0.277535658
chr15:99408949-99409000	Fat cell	0.277380003
chr2:208394611-208394970	Brain	0.277202959
chr1:65613090-65613467	Brain	0.277166261
chr3:49977369-49978000	Pancreas	0.27707484
chr8:100905604-100906026	Brain	0.276995858
chr19:47685766-47685772	Bladder	0.276941127
chr10:36711928-36711934	Brain	0.276922162
chr5:72112637-72113067	Pancreas	0.276864292
chr13:114048289-114048566	Pancreas	0.276557401
chr6:76928250-76928256	Lung	0.276471911
chr12:123465272-123465488	Pancreas	0.276412949
chr15:55700322-55700742	Pancreas	0.276380377
chr3:126194359-126194722	Pancreas	0.276302609
chr9:4679549-4679997	Pancreas	0.276111078
chr19:10217006-10217235	Pancreas	0.276002606
chr8:144911031-144911789	Pancreas	0.275902879
chr5:43120826-43121172	Pancreas	0.275631691
chr19:39971255-39971611	Pancreas	0.275603792
chr12:31477489-31477695	Pancreas	0.275447242
chr19:2494805-2495192	Pancreas	0.275437759
chr4:187112899-187113456	Pancreas	0.27520386
chr9:107666615-107666645	Bladder	0.275091001
chr5:54528095-54528161	Brain	0.274913731
chr2:200327999-200328262	Pancreas	0.274826995
chr1:27339327-27339465	Pancreas	0.274676423
chr18:55105188-55105382	Liver	0.274247002
chr5:126189541-126189582	Bladder	0.273873381
chr11:10531471-10531517	Brain	0.273735354
chr6:24358041-24358226	Pancreas	0.273582568
chr7:89747986-89748026	Liver	0.273561008
chr3:196352134-196352166	Brain	0.273560523
chr18:13381993-13382159	Pancreas	0.273323853
chr18:46288072-46288089	Liver	0.273263587
chr6:27114547-27114654	Stomach	0.272895576
chr10:14603465-14603538	Kidney	0.2726505
chr14:105219506-105220211	Pancreas	0.272558452
chr16:4431280-4431314	Bladder	0.272232883
chr11:3818471-3819221	Pancreas	0.271640348
chr22:30295921-30295957	Liver	0.271417097
chr8:144358484-144358533	Intestine	0.271390641
chr6:393424-393625	Pancreas	0.270762027
chr19:50861730-50861888	Stomach	0.270318681
chr8:27248670-27248705	Ovary	0.270220948
chr11:2720565-2720917	Stomach	0.270212351
chr18:15198189-15198241	Colon	0.270095709
chr6:136610856-136610913	Spleen	0.27002112
chr11:130059721-130059742	Gastric	0.269754918
chr16:89627717-89627751	Liver	0.269605131
chr6:106959764-106960696	Pancreas	0.269543437
chr6:26045903-26046031	Thymus	0.269500603
chr17:2706887-2706899	Brain	0.268603261
chr14:102369881-102369906	Colon	0.267656753
chr13:113648604-113648611	Bladder	0.267603979
chr4:93363354-93363384	Fat cell	0.267465222
chr8:35383199-35383250	Brain	0.26723703
chr22:18463509-18463541	Intestine	0.267103279
chr16:16180682-16180725	Liver	0.266995358
chr19:36912578-36912625	Pancreas	0.266670002
chr18:19581978-19582014	Brain	0.265930386
chr9:132944096-132944143	Bladder	0.265821071
chr7:127911639-127911778	Bladder	0.264866958
chr14:105993562-105993681	Pancreas	0.2646052
chr15:25200352-25200738	Ovary	0.264540905
chr12:133177166-133177250	Bladder	0.264141214
chr10:135343244-135343279	Lung	0.263955635
chr10:129717001-129717063	Brain	0.263831634
chr9:124535280-124535336	Bladder	0.263785582
chr5:178986624-178986826	Stomach	0.263704854
chr1:202976814-202977102	Pancreas	0.263629193
chr19:49254113-49254125	Esophagus	0.263575037
chr9:88690225-88690249	Bladder	0.263433059
chr16:28634440-28635029	Pancreas	0.262780543
chr10:3330529-3330561	Brain	0.261922395
chr8:67364264-67364314	Bladder	0.261801736
chr13:114826167-114826177	Liver	0.261560002
chr20:57416295-57417017	Pancreas	0.261507043
chr7:2844009-2844052	Esophagus	0.2609962
chr1:52026647-52026679	Spleen	0.259753374
chr18:9102580-9102945	Stomach	0.259459149
chr17:48589703-48589737	Fat cell	0.25930414
chr2:39472414-39472505	Bladder	0.258997093
chr2:106886500-106886529	Spleen	0.258221009
chr19:1912296-1912328	Bladder	0.258131714
chr3:128211351-128211399	Heart	0.257039429
chr2:9614128-9614160	Thymus	0.256801653
chr15:23115331-23115366	Intestine	0.256693472
chr3:13114967-13115158	Liver	0.256590871
chr5:143978229-143978240	Esophagus	0.256353002
chr17:16150995-16151074	Brain	0.255647129
chr5:177209876-177209978	Pancreas	0.255527569
chr9:115950722-115950805	Bladder	0.255377633
chr3:15780035-15780081	Brain	0.25488288
chr5:8457467-8457735	Thymus	0.25480117
chr9:6716124-6716237	Thymus	0.254391675
chr6:170452258-170452275	Brain	0.254238298
chr1:48275830-48275836	Liver	0.253981645
chr9:137263672-137263722	Brain	0.252516976
chr9:139406554-139406583	Thymus	0.251155974
chr3:179064799-179064887	Fat cell	0.249963501
chr8:70906723-70906751	Pancreas	0.249778358
chr1:75198667-75199180	Thymus	0.249685978
chr4:101111173-101111413	Stomach	0.249492982
chr19:10823618-10823649	Bladder	0.24822822
chr7:38350931-38350963	Pancreas	0.248079752
chr6:152623260-152623457	Brain	0.247853432
chr17:77074737-77074744	Bladder	0.247786413
chr7:94285671-94287006	Brain	0.247577655
chr4:151731035-151731070	Esophagus	0.247221886
chr1:152161682-152161813	Colon	0.247171464
chr19:58220236-58220402	Colon	0.24714169
chr1:219786481-219786514	Brain	0.246561459
chr20:57415812-57415954	Kidney	0.246522999
chr8:142253430-142253510	Colon	0.245850598
chr18:14179524-14179555	Bladder	0.245386324
chr8:145638698-145638734	Stomach	0.24538117
chr17:19773788-19773828	Bladder	0.24493613
chr18:55923764-55923796	Brain	0.244737484
chr7:1961866-1961873	Brain	0.244704147
chr6:152128829-152128883	Ovary	0.244087267
chr1:27450290-27450347	Gastric	0.244086601
chr10:110114779-110114789	Brain	0.243588
chr9:126218158-126218197	Gastric	0.243302639
chr6:2892125-2892158	Brain	0.242693992
