	6-P-1	6-P-10	6-P-11	6-P-12	6-P-13	6-P-14	6-P-15	6-P-16	6-P-17	6-P-18	6-P-19	6-P-2	6-P-20	6-P-21	6-P-22	6-P-23	6-P-24	6-P-25	6-P-26	6-P-27	6-P-28	6-P-29	6-P-3	6-P-30	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1	6-T-2	6-T-3	6-T-4	6-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Colon	STL001SG-01	STL003SG-01
chr5:134879744-134879756	NA	NA	NA	0.177777777777778	NA	NA	NA	1	0.206349206349206	1	NA	NA	NA	NA	NA	0.177777777777778	0.177777777777778	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:9517543-9517578	0.025	NA	NA	0.13	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	1	NA	0.0583333333333333	NA	1	NA	NA	1	0.025	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.025	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:163834463-163834515	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:77911906-77912132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0476190476190476	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00170940170940171	0.00289855072463768
chr5:175963163-175963200	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:67344506-67344646	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.606945646945647	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00730008358874338	0.000766283524904215
chr7:57928657-57928669	NA	NA	NA	NA	NA	1	NA	NA	0.666666666666667	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00833333333333333	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	NA	NA	0.025	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.0333333333333333	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:229567917-229567974	NA	NA	NA	1	NA	0.0833333333333333	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.671111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	1	NA	0.488917748917749	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	0.0321659682979023	NA
chr7:155242214-155242236	NA	NA	NA	0.222222222222222	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	1	NA	NA	1	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	NA
chr11:75273954-75274043	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0340277777777778	0.0264705882352941
chr5:116283745-116283907	NA	NA	0.111111111111111	1	0.898148148148148	1	0.5	1	0.466666666666667	0.571428571428572	1	NA	NA	1	0.242857142857143	0.225925925925926	0.766666666666667	0.666666666666667	1	NA	0.962962962962963	0.866666666666667	NA	0.933333333333333	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0654761904761905	NA	NA	NA	0.00793650793650794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152
chr5:44388848-44388904	NA	NA	1	0.333333333333333	1	NA	0.5	0.0833333333333333	NA	0.888888888888889	NA	NA	NA	0.5	NA	NA	1	1	1	0.5	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0952380952380952	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0297619047619048
chr1:156406254-156406275	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	1	NA	NA	0.5	1	0.025	NA	NA	NA	1	0.77	1	NA	0.486363636363636	NA	NA	NA	NA	NA	NA	0.343333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0136063866712947	NA
chr13:67805342-67805405	NA	NA	NA	NA	NA	0.177777777777778	NA	0.0216450216450216	1	NA	NA	NA	1	0.406056166056166	NA	NA	NA	0.988888888888889	1	NA	0.393054353054353	NA	NA	0.245581869111281	NA	NA	NA	0.00266666666666667	NA	NA	0.4925	NA	NA	0.593436809428601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA
chr16:215780-215787	NA	NA	0.261904761904762	NA	1	1	0.5	0.333333333333333	NA	1	0.704365079365079	NA	0.822222222222222	0.385281385281385	0.822222222222222	NA	0.911111111111111	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0694444444444444	NA	NA	NA	NA	0.703703703703704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	0.00843881856540084
chr7:42276980-42277043	NA	NA	0.377619047619048	0.2175	0.213333333333333	0.958333333333333	NA	0.958333333333333	NA	1	0.976190476190476	NA	NA	0.168117408906883	0.272727272727273	0.162332830568125	NA	NA	1	NA	0.958333333333333	0.466666666666667	NA	0.03875	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	0.916666666666667	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0119047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:11708610-11708735	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.105925925925926	NA	1	NA	NA	0.993333333333333	NA	0.916666666666667	NA	0.00666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:279702-279706	NA	NA	NA	0.5	0.0555555555555556	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	0.333333333333333	NA	0.388888888888889	1	1	NA	0.277777777777778	NA	0.5	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	0.0694444444444444	NA	NA	1	NA	NA	NA	0.0555555555555556	0.0222222222222222	NA	NA	0.0185185185185185	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0185185185185185	NA	0.0185185185185185	NA	0.0170940170940171	0.00584795321637427
chr11:70963918-70963925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0053763440860215	NA
chr1:165414331-165414391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA
chr3:179168853-179168869	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00357142857142857
chr10:28034842-28034855	NA	NA	NA	NA	NA	NA	NA	0.25	0.916666666666667	0.888888888888889	NA	NA	NA	0.916666666666667	NA	0.888888888888889	0.916666666666667	NA	1	0.111111111111111	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0.00806451612903226	NA
chr2:43386189-43386243	NA	NA	0.5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916666666666667	NA	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00512820512820513	NA	0.0102564102564103	NA	NA	NA	NA	NA	NA
chr5:172659669-172659687	NA	NA	NA	0.5	0.5	NA	NA	0.819444444444444	NA	0.5	1	NA	NA	0.6	0.5	NA	0.5	NA	NA	0.5	1	0.488095238095238	NA	0.5	NA	0.0185185185185185	NA	NA	NA	NA	0.583333333333333	0.5	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0945679012345679
chr8:54794709-54794746	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.503030303030303	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.00602784602784603
chr14:70654532-70654594	NA	NA	1	NA	NA	NA	NA	NA	0.5	1	0.74952380952381	NA	1	NA	1	NA	0.026013986013986	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	1	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	0.000634920634920635	NA
chr6:43192429-43192518	NA	NA	NA	0.8	NA	0.5	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.25	0.888888888888889	NA	0.966666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	0.0238095238095238	NA	NA
chr6:88876111-88876149	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA
chr15:95870259-95870268	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.00806451612903226	NA
chr1:48449903-48449931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00666666666666667	NA	0.891904761904762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33390439019321	NA
chr17:38655943-38655958	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.117324478178368	0.0119736174530695
chr10:57388340-57388354	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0986952861952862	NA
chr7:156795647-156795662	NA	NA	NA	NA	0.979166666666667	NA	1	0.0277777777777778	NA	1	0.5	NA	NA	0.177777777777778	0.822222222222222	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655555555555556	NA	0.53042328042328	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA
chr15:93277436-93277448	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA
chr8:11204825-11204845	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344444444444444	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0114212029105646	NA
chr10:102891251-102891260	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	0.333333333333333	0.685185185185185	NA	0.277777777777778	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0694444444444444	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0227623456790123	NA
chr4:122302031-122302057	NA	NA	1	1	0.277777777777778	NA	NA	0.933333333333333	0.5	NA	NA	NA	NA	1	1	0.888888888888889	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	0.0151515151515152	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00746268656716418	NA
chr9:124461799-124461818	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	0.025	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00181818181818182	NA
chr10:102891591-102891639	NA	NA	0.542592592592593	0.188461538461538	0.488095238095238	NA	0.5	0.542592592592593	0.972222222222222	NA	NA	NA	NA	0.542592592592593	0.177777777777778	0.5	NA	NA	1	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00915915915915916	NA
chr6:123317326-123317334	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0277777777777778	NA	1	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00793650793650794	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0694444444444444	NA	0.037037037037037	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA
chr8:121137407-121137514	NA	NA	NA	NA	NA	0.065	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.778201058201058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	0.00454545454545455	0.00650406504065041
chr3:44063592-44063605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	1	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0360576923076923
chr1:145575035-145575133	NA	NA	0.166666666666667	NA	1	NA	1	0.411111111111111	NA	0.0333333333333333	0.105555555555556	NA	NA	NA	NA	0.5	0.5	0.177777777777778	NA	NA	0.411111111111111	0.96	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:93519783-93519812	NA	0.0111111111111111	1	1	0.668055555555556	NA	NA	0.00666666666666667	NA	0.579372294372294	0.993939393939394	NA	NA	NA	0.127830687830688	0.666666666666667	1	NA	1	0.838080808080808	NA	0.641611721611722	NA	NA	NA	NA	NA	0.0121212121212121	NA	NA	0.22307562796142	NA	0.368888888888889	1	NA	NA	NA	NA	0.00266666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	0.00666666666666667	0.00416666666666667	NA	NA	NA	NA	NA	0.166666666666667	NA	NA
chr8:29208982-29209029	NA	NA	0.5	0.445833333333333	1	NA	NA	1	1	NA	1	NA	1	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00305810397553517	NA
chr13:25321194-25321203	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00212765957446809	NA
chr17:71161797-71161857	NA	NA	0.0388888888888889	0.5	0.933333333333333	NA	0.988888888888889	0.248196248196248	0.786529581529581	1	NA	NA	NA	NA	0.560314587373411	0.037037037037037	0.0623376623376623	1	0.0311688311688312	0.631951089845827	0.933333333333333	0.888888888888889	0.00555555555555555	1	NA	NA	NA	NA	NA	NA	NA	NA	0.935238095238095	NA	NA	NA	NA	NA	NA	0.00579710144927536	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138779095300834
chr1:40782808-40782859	NA	0.333333333333333	NA	1	1	NA	0.527777777777778	NA	1	0.168506493506494	0.108333333333333	NA	NA	NA	1	0.988888888888889	NA	NA	NA	NA	0.921428571428571	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0365079365079365	1	NA	0.0125	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	0.00333333333333333	NA
chr1:50576110-50576221	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0016025641025641	NA
chr15:83378923-83378929	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	0.00505050505050505	NA
chr3:181438113-181438132	0.111111111111111	NA	NA	NA	0.916666666666667	NA	1	NA	NA	NA	NA	NA	0.958333333333333	1	0.944444444444445	0.933333333333333	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0259115704852139
chr5:72743608-72743622	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00595238095238095
chr22:25678501-25678673	NA	0.0142857142857143	NA	1	0.111111111111111	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	0.51047619047619	NA	NA	NA	0.00238095238095238	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0124761904761905	NA	NA	0.00128205128205128	NA	NA	NA	NA	NA	NA	0.000952380952380952	0.0226187923525898
chr21:38065425-38065454	NA	NA	1	NA	NA	1	NA	NA	0.361111111111111	1	NA	NA	NA	NA	NA	NA	1	1	0.666666666666667	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0144927536231884
chr16:82045077-82045086	0.5	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0185185185185185	1	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00320512820512821	0.0182033096926714
chr16:67197622-67197643	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00836120401337793	0.0112495218666327
chr6:117591937-117591949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:37499166-37499210	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00588235294117647	NA	1	NA	NA	0.527777777777778	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00169491525423729	NA
